销售日期,年,月,区域,城市,连锁总部,门店,商品名称,通用名,规格,生产企业,数量,单位,单价(元),金额(元),有效期
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店603248597,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-11-30
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店603248597,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,盒,37.5,37.5,2026-01-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店637677056,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店647037875,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,26.57,26.57,2027-06-30
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店647037875,头孢克洛缓释胶囊,,0.125g×12粒,扬子江药业集团有限公司,1.0,,32.0,32.0,2026-06-30
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店647037875,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店655924129,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,26.6,53.2,2027-08-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店655924129,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-03-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店666033633,马来酸依那普利片,,5mgx8片x2板,扬子江药业集团江苏制药股份有限公司,2.0,盒,5.8,11.6,2027-06-30
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店71788534,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店71788534,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店809360812,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-04-30
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店818981996,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,2.0,,38.5,77.0,2026-01-31
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店819862194,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-08,2025,5,区域3510376765,,连锁总部741008431,门店901193969,枸地氯雷他定片,,8.8mgx5片x1板（薄膜衣片）,扬子江药业集团广州海瑞药业有限公司,1.0,,52.0,52.0,2026-06-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1000965466,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1046811916,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1070556905,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,28.3,28.3,2027-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1070556905,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,28.3,28.3,2027-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1070556905,黄芪精,,10mlx12支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,,52.0,104.0,2025-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1070556905,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,-1.0,,28.3,-28.3,2027-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1100540255,枸地氯雷他定片,,8.8mgx3片,扬子江药业集团广州海瑞药业有限公司,1.0,盒,38.5,38.5,2026-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1122483495,左氧氟沙星滴眼液,,5ml：24.4mg,扬子江药业集团有限公司,1.0,盒,11.5,11.5,2026-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1192500502,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1192500502,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1230010487,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1402442103,黄芪精,,10mlx12支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,,52.0,104.0,2025-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1416512112,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1428240328,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1450357506,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1491840659,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1514257744,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1553011599,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1553011599,马来酸依那普利片,,10mgx8片x2板,扬子江药业集团江苏制药股份有限公司,1.0,,19.5,19.5,2027-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1626874519,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,26.6,53.2,2027-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1626874519,胃苏颗粒,,5gx12袋(无蔗糖),扬子江药业集团江苏制药股份有限公司,1.0,盒,35.0,35.0,2026-06-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1669363217,蓝芩口服液,,10mlx9支,扬子江药业集团有限公司,1.0,盒,50.94,50.94,2026-05-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店168940075,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1802907025,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,41.5,41.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1825720905,枸地氯雷他定片,,8.8mgx5片x1板（薄膜衣片）,扬子江药业集团广州海瑞药业有限公司,1.0,盒,43.9,43.9,2026-06-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店1944002457,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2077988971,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2179189548,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,26.6,26.6,2026-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2179189548,蓝芩口服液,,10mlx9支,扬子江药业集团有限公司,1.0,盒,50.94,50.94,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2186005492,黄芪精,,10mlx60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,388.0,388.0,2025-11-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2235920282,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2258397014,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2258397014,马来酸依那普利片,,10mgx8片x2板,扬子江药业集团江苏制药股份有限公司,3.0,盒,9.9,29.7,2027-06-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2263762281,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2263762281,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2280288099,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2361145413,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-05-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2386174102,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店240907132,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店240907132,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2414929879,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-04-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2478844443,黄芪精,,10mlx12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,52.0,52.0,2025-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2507185706,胃苏颗粒,,15gx9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,36.0,36.0,2027-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2522799896,蓝芩口服液,,10mlx9支,扬子江药业集团有限公司,1.0,,65.0,65.0,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2550834803,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,盒,37.5,37.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2551742872,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2551742872,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2551742872,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2551742872,胃苏颗粒,,5gx12袋(无蔗糖),扬子江药业集团江苏制药股份有限公司,-1.0,,34.5,-34.5,2027-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2551742872,胃苏颗粒,,5gx12袋(无蔗糖),扬子江药业集团江苏制药股份有限公司,1.0,,34.5,34.5,2027-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2674331366,马来酸依那普利片,,10mgx8片x2板,扬子江药业集团江苏制药股份有限公司,1.0,盒,9.9,9.9,2027-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2674331366,马来酸依那普利片,,10mgx8片x4板,扬子江药业集团江苏制药股份有限公司,2.0,盒,19.9,39.8,2027-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2826641193,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2826641193,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,-1.0,,41.16,-41.16,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2826641193,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,41.16,41.16,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2872680261,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2872680261,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,3.0,盒,73.0,219.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,2.0,盒,39.62,79.24,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,-1.0,盒,73.0,-73.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,2.0,,38.5,77.0,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,2.0,,38.5,77.0,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2874490480,马来酸依那普利片,,10mgx8片x2板,扬子江药业集团江苏制药股份有限公司,1.0,盒,9.9,9.9,2027-09-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2908835336,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2908835336,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,2.0,,38.5,77.0,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2908835336,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,3.0,,38.5,115.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2975600846,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店2992237552,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3051598318,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3051598318,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,2.0,盒,73.0,146.0,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3085901292,胃苏颗粒,,5gx12袋(无蔗糖),扬子江药业集团江苏制药股份有限公司,1.0,盒,35.0,35.0,2026-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3093620126,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,盒,37.5,37.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3093620126,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3100017424,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3100017424,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,-1.0,盒,24.0,-24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3100017424,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3100017424,黄芪精,,10mlx60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,388.0,388.0,2025-11-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3100017424,黄芪精,,10mlx60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,388.0,388.0,2025-11-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3111405827,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-04-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3144967346,左氧氟沙星滴眼液,,5ml：24.4mg,扬子江药业集团有限公司,1.0,,12.5,12.5,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3306145006,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3308792309,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3308792309,马来酸依那普利片,,5mgx8片x2板,扬子江药业集团江苏制药股份有限公司,1.0,盒,5.8,5.8,2026-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3308792309,马来酸依那普利片,,10mgx8片x2板,扬子江药业集团江苏制药股份有限公司,1.0,盒,9.9,9.9,2027-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3308792309,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,-1.0,盒,24.0,-24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3308792309,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3333675561,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3335638415,厄贝沙坦片,,0.075gx12片,扬子江药业集团江苏紫龙药业有限公司,2.0,盒,19.9,39.8,2026-08-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3362737534,头孢克洛缓释胶囊,,0.125g×12粒,扬子江药业集团有限公司,1.0,盒,28.6,28.6,2027-04-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3419740080,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3499074499,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559912454,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559912454,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559912454,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,3.0,盒,39.62,118.86,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559912454,罗红霉素胶囊,,150mgx12粒,扬子江药业集团有限公司,1.0,,28.0,28.0,2027-09-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559923765,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,37.5,37.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559923765,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559923765,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,49.8,49.8,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559923765,厄贝沙坦片,,0.075gx12片,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,19.9,19.9,2026-08-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3559923765,胃苏颗粒,,5gx9袋（无糖型）,扬子江药业集团江苏龙凤堂中药有限公司,1.0,,29.8,29.8,2027-06-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3613891742,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3613891742,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3651495468,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3675179512,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-11-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3675179512,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3702723041,氯雷他定片,,10mgx12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,24.0,24.0,2027-12-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店3778921830,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4009836877,头孢克洛缓释胶囊,,0.125g×12粒,扬子江药业集团有限公司,1.0,盒,28.6,28.6,2027-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-05-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4082336187,左氧氟沙星滴眼液,,5ml：24.4mg,扬子江药业集团有限公司,1.0,,12.5,12.5,2026-10-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4138188455,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4138188455,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4241323982,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店425001995,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4294826653,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店4294826653,苏黄止咳胶囊,,0.45g*9粒,扬子江药业集团北京海燕药业有限公司,1.0,,38.5,38.5,2026-01-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店517921339,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店520285481,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,盒,39.62,39.62,2026-02-28
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店539725971,苯磺酸左氨氯地平片,,2.5mgx28片,扬子江药业集团上海海尼药业有限公司,1.0,盒,52.0,52.0,2026-07-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店568299145,枸地氯雷他定片,,8.8mgx5片x1板（薄膜衣片）,扬子江药业集团广州海瑞药业有限公司,1.0,盒,43.9,43.9,2026-04-30
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店599086688,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店599086688,蓝芩口服液,,10mlx7支,扬子江药业集团有限公司,1.0,,47.5,47.5,2026-03-31
2025-05-09,2025,5,区域3510376765,,连锁总部741008431,门店603248597,苏黄止咳胶囊,,0.45gX9粒x2板,扬子江药业集团北京海燕药业有限公司,1.0,盒,73.0,73.0,2026-12-31
